transaction_id,transaction_date,transaction_amount,sector,report_type,province,year,month,day,day_of_week,amount_zscore,month_day
TX-000913,2022-06-18,828.8984470887839,Banking,LCTR,British Columbia,2022,6,18,5,-0.4857036678031822,618
TX-000914,2022-11-04,1516.1478173312282,Banking,LCTR,Alberta,2022,11,4,4,-0.426017209250931,1104
TX-000915,2022-05-12,982.274154747993,Banking,LCTR,Ontario,2022,5,12,3,-0.47238324407562876,512
TX-000916,2022-07-08,4107.70279254401,Banking,ETR,Ontario,2022,7,8,4,-0.20094499338356608,708
TX-000917,2022-05-03,5742.3368416965,Securities,STR,British Columbia,2022,5,3,1,-0.058979759732758985,503
TX-000918,2022-01-16,3866.588146303704,Real Estate,LCTR,Ontario,2022,1,16,6,-0.221885397205378,116
TX-000919,2022-02-08,20725.21327922196,Casino,LCTR,Quebec,2022,2,8,1,1.242258003739307,208
TX-000920,2022-06-07,1633.9288083005044,Casino,CDR,Newfoundland and Labrador,2022,6,7,1,-0.41578812714460495,607
TX-000921,2022-03-31,1385.741534554572,Real Estate,STR,Quebec,2022,3,31,3,-0.4373427768380736,331
TX-000922,2022-03-28,1707.2480664771983,Securities,LCTR,Quebec,2022,3,28,0,-0.4094204721801469,328
TX-000923,2022-01-19,3370.9900972376204,Securities,CDR,Ontario,2022,1,19,2,-0.2649272590025363,119
TX-000924,2022-02-02,667.3593575265535,Casino,LCTR,New Brunswick,2022,2,2,2,-0.49973306759779107,202
TX-000925,2022-09-03,366.8457895006294,Casino,STR,British Columbia,2022,9,3,5,-0.5258321684467898,903
TX-000926,2022-09-28,4579.491816303318,Banking,STR,British Columbia,2022,9,28,2,-0.15997090561963978,928
TX-000927,2022-05-15,15364.476550662805,Securities,STR,Nova Scotia,2022,5,15,6,0.7766869833601955,515
TX-000928,2022-04-05,9877.520209117052,Casino,LCTR,Newfoundland and Labrador,2022,4,5,1,0.30015400066404613,405
TX-000929,2022-04-03,286.1761577322186,Banking,CDR,Ontario,2022,4,3,6,-0.5328381910660205,403
TX-000930,2022-07-04,58.869795690157375,Banking,ETR,British Columbia,2022,7,4,0,-0.5525793684961291,704
TX-000931,2022-08-12,1047.6726559624638,Money Services,LCTR,British Columbia,2022,8,12,4,-0.4667034936078475,812
TX-000932,2022-08-03,8588.935778175082,Banking,ETR,Ontario,2022,8,3,2,0.1882425976730739,803
TX-000933,2022-09-28,4809.500583674622,Banking,STR,Ontario,2022,9,28,2,-0.13999502880578588,928
TX-000934,2022-01-29,2159.978667642137,Banking,LCTR,Ontario,2022,1,29,5,-0.3701015765480792,129
TX-000935,2022-05-27,13635.575193878378,Banking,STR,Ontario,2022,5,27,4,0.6265347916801348,527
TX-000936,2022-06-28,259.5080186010157,Banking,LCTR,Ontario,2022,6,28,1,-0.5351542743537486,628
TX-000937,2022-01-09,3860.581489895592,Trust and Loan,STR,Alberta,2022,1,9,6,-0.2224070652697866,109
TX-000938,2022-04-12,9960.125521339847,Real Estate,LCTR,Ontario,2022,4,12,1,0.30732813389379693,412
TX-000939,2022-09-23,22132.822428300064,Casino,STR,Alberta,2022,9,23,4,1.364506504461223,923
TX-000940,2022-01-12,42323.22523180817,Casino,ETR,Ontario,2022,1,12,2,3.1180092245287807,112
TX-000941,2022-10-06,51888.86829811415,Money Services,CDR,British Columbia,2022,10,6,3,3.9487693286832415,1006
TX-000942,2022-05-21,389.6597760566722,Banking,LCTR,British Columbia,2022,5,21,5,-0.5238508118651046,521
TX-000943,2022-04-02,5078.537930016074,Securities,LCTR,Nova Scotia,2022,4,2,5,-0.11662958517394686,402
TX-000944,2022-08-08,1775.2041029669451,Banking,STR,Saskatchewan,2022,8,8,0,-0.4035186040505483,808
TX-000945,2022-01-06,6849.696894039088,Banking,LCTR,British Columbia,2022,1,6,3,0.03719260902946789,106
TX-000946,2022-01-25,211.4852940784884,Money Services,STR,Ontario,2022,1,25,1,-0.5393249676724909,125
TX-000947,2022-10-28,2940.9458308667745,Real Estate,STR,Manitoba,2022,10,28,4,-0.3022758843949783,1028
TX-000948,2022-09-06,5174.543160071039,Casino,LCTR,Ontario,2022,9,6,1,-0.10829169148849534,906
TX-000949,2022-01-14,10345.013376790144,Banking,LCTR,Nova Scotia,2022,1,14,4,0.34075500051063334,114
TX-000950,2022-08-02,830.8742122758849,Casino,LCTR,Ontario,2022,8,2,1,-0.48553207590065733,802
TX-000951,2022-12-14,6922.420386957211,Securities,LCTR,Alberta,2022,12,14,2,0.04350852277748811,1214
TX-000952,2022-05-06,248.92115977018344,Money Services,STR,Nova Scotia,2022,5,6,4,-0.5360737253393233,506
TX-000953,2022-03-21,5691.124070335305,Money Services,LCTR,Alberta,2022,3,21,0,-0.06342750328488123,321
TX-000954,2022-01-28,5685.219132780843,Securities,STR,British Columbia,2022,1,28,4,-0.06394033723694972,128
TX-000955,2022-08-02,13321.236049889458,Real Estate,CDR,British Columbia,2022,8,2,1,0.5992349626785802,802
TX-000956,2022-05-31,1552.194599169836,Money Services,ETR,Ontario,2022,5,31,1,-0.4228866065275075,531
TX-000957,2022-03-18,4338.23683013711,Securities,STR,Ontario,2022,3,18,4,-0.18092349772933278,318
TX-000958,2022-12-13,4019.372595946076,Banking,ETR,Alberta,2022,12,13,1,-0.2086163232478552,1213
TX-000959,2022-06-19,2920.663623944717,Banking,LCTR,New Brunswick,2022,6,19,6,-0.3040373601492224,619
TX-000960,2022-09-02,3981.757243354826,Casino,ETR,Ontario,2022,9,2,4,-0.21188315371810204,902
TX-000961,2022-03-18,2615.14139863702,Banking,CDR,Alberta,2022,3,18,4,-0.330571454507412,318
TX-000962,2022-01-28,3342.6194113543106,Banking,STR,Ontario,2022,1,28,4,-0.26739120562859975,128
TX-000963,2022-09-06,1175.446784189762,Banking,LCTR,British Columbia,2022,9,6,1,-0.45560652424169407,906
TX-000964,2022-09-16,796.7756281012716,Securities,STR,Ontario,2022,9,16,4,-0.488493480914838,916
TX-000965,2022-08-29,1966.7347385347543,Banking,STR,Ontario,2022,8,29,0,-0.3868844886387415,829
TX-000966,2022-06-02,91.70992564725644,Real Estate,LCTR,Quebec,2022,6,2,3,-0.5497272581262884,602
TX-000967,2022-08-14,4835.485617542264,Casino,LCTR,Manitoba,2022,8,14,6,-0.13773827206787473,814
TX-000968,2022-11-25,4043.404602155043,Banking,STR,British Columbia,2022,11,25,4,-0.20652918369614792,1125
TX-000969,2022-02-03,2574.388492385442,Securities,LCTR,Alberta,2022,2,3,3,-0.33411077626628166,203
TX-000970,2022-12-27,346.2390163380391,Banking,STR,Ontario,2022,12,27,1,-0.527621832236268,1227
TX-000971,2022-09-01,4134.418245109866,Banking,LCTR,Ontario,2022,9,1,3,-0.19862480100315824,901
TX-000972,2022-01-04,5207.742182724566,Money Services,ETR,Quebec,2022,1,4,1,-0.1054084118881285,104
TX-000973,2022-09-29,1756.8940346359386,Securities,ETR,Ontario,2022,9,29,3,-0.40510880286606993,929
TX-000974,2022-03-20,5451.194635412151,Money Services,CDR,Saskatchewan,2022,3,20,6,-0.08426497348576908,320
TX-000975,2022-11-26,979.879962477228,Banking,LCTR,New Brunswick,2022,11,26,5,-0.4725911756706548,1126
TX-000976,2022-09-13,14860.901611043178,Banking,STR,British Columbia,2022,9,13,1,0.7329523419578237,913
TX-000977,2022-06-13,3195.6941456018926,Money Services,STR,Prince Edward Island,2022,6,13,0,-0.2801514192633049,613
TX-000978,2022-11-04,3326.2672786834523,Money Services,CDR,Ontario,2022,11,4,4,-0.2688113610061969,1104
TX-000979,2022-11-16,5142.71602256738,Real Estate,LCTR,Prince Edward Island,2022,11,16,2,-0.11105582515773219,1116
TX-000980,2022-08-11,6009.7888106867495,Trust and Loan,LCTR,British Columbia,2022,8,11,3,-0.03575200347272337,811
TX-000981,2022-05-10,28319.19912034468,Securities,LCTR,Ontario,2022,5,10,1,1.9017829749919621,510
TX-000982,2022-07-14,1614.8214830461827,Securities,LCTR,Ontario,2022,7,14,3,-0.417447566390703,714
TX-000983,2022-08-02,2310.855474326252,Banking,STR,Prince Edward Island,2022,8,2,1,-0.3569981781914236,802
TX-000984,2022-08-04,10090.684327420218,Casino,LCTR,Prince Edward Island,2022,8,4,3,0.31866694787481004,804
TX-000985,2022-09-27,841.0538815967806,Trust and Loan,LCTR,New Brunswick,2022,9,27,1,-0.48464798864309766,927
TX-000986,2022-05-24,3051.891432459597,Banking,STR,New Brunswick,2022,5,24,1,-0.292640444425512,524
TX-000987,2022-03-24,13009.989674223536,Banking,ETR,Quebec,2022,3,24,3,0.5722037354339938,324
TX-000988,2022-02-03,1364.5753754540758,Real Estate,STR,Quebec,2022,2,3,3,-0.4391810223608254,203
TX-000989,2022-05-06,1748.6996839872827,Securities,LCTR,Ontario,2022,5,6,4,-0.40582046851689635,506
TX-000990,2022-04-25,1573.5880111574008,Banking,STR,Alberta,2022,4,25,0,-0.42102862447153766,425
TX-000991,2022-03-31,358.342076392697,Money Services,STR,Quebec,2022,3,31,3,-0.5265707017098727,331
TX-000992,2022-06-28,22080.353814106285,Banking,ETR,British Columbia,2022,6,28,1,1.3599496930591752,628
TX-000993,2022-06-06,7192.424387744498,Money Services,STR,Quebec,2022,6,6,0,0.06695791873145923,606
TX-000994,2022-09-03,1580.9242340345686,Real Estate,CDR,British Columbia,2022,9,3,5,-0.42039148578266017,903
TX-000995,2022-06-21,903.8868879883876,Casino,LCTR,Ontario,2022,6,21,1,-0.4791910471105314,621
TX-000996,2022-03-04,6648.503112523421,Securities,LCTR,Ontario,2022,3,4,4,0.019719265551293108,304
TX-000997,2022-02-17,10294.303817149552,Money Services,STR,Quebec,2022,2,17,3,0.33635096005494924,217
TX-000998,2022-09-10,17770.91175753978,Banking,LCTR,British Columbia,2022,9,10,5,0.9856818569142752,910
TX-000999,2022-12-04,2331.2242425263776,Real Estate,STR,Saskatchewan,2022,12,4,6,-0.35522918473493154,1204
TX-001000,2022-09-28,12114.366774053922,Banking,LCTR,Ontario,2022,9,28,2,0.49442038426036883,928
TX-001001,2022-12-27,583.997975227184,Trust and Loan,LCTR,Saskatchewan,2022,12,27,1,-0.5069728642493536,1227
TX-001002,2022-08-29,1053.5150641960734,Banking,STR,Ontario,2022,8,29,0,-0.46619609022273034,829
TX-001003,2022-12-15,3418.3908528288675,Securities,ETR,Ontario,2022,12,15,3,-0.26081058264538765,1215
TX-001004,2022-09-10,2399.198702048175,Banking,LCTR,Ontario,2022,9,10,5,-0.3493257165958073,910
TX-001005,2022-12-23,5453.378605609356,Securities,LCTR,Nova Scotia,2022,12,23,4,-0.08407529932628774,1223
TX-001006,2022-09-02,9752.05714232909,Real Estate,ETR,Ontario,2022,9,2,4,0.28925774311922464,902
TX-001007,2022-09-30,1384.486357416863,Banking,CDR,Ontario,2022,9,30,4,-0.4374517868735127,930
TX-001008,2022-12-16,4370.404894172942,Trust and Loan,LCTR,Quebec,2022,12,16,4,-0.1781297551608914,1216
TX-001009,2022-01-16,2079.298834739658,Securities,LCTR,Quebec,2022,1,16,6,-0.37710848511874484,116
TX-001010,2022-11-18,0.908297229029742,Real Estate,ETR,Ontario,2022,11,18,4,-0.5576132277113162,1118
TX-001011,2022-06-06,526.3721083487094,Banking,ETR,Quebec,2022,6,6,0,-0.5119775744228475,606
TX-001012,2022-04-07,6308.0816148424,Banking,STR,Alberta,2022,4,7,3,-0.009845772252183733,407
TX-001013,2022-02-28,4746.736713479374,Money Services,STR,Alberta,2022,2,28,0,-0.14544596597531143,228
TX-001014,2022-03-11,467.9031978270665,Banking,ETR,Manitoba,2022,3,11,4,-0.51705550152697,311
TX-001015,2022-04-23,2200.694296975878,Casino,LCTR,Nova Scotia,2022,4,23,5,-0.36656549222718726,423
TX-001016,2022-10-22,9642.602381438492,Real Estate,ETR,Ontario,2022,10,22,5,0.279751780171687,1022
TX-001017,2022-10-13,8259.75934353261,Securities,CDR,Ontario,2022,10,13,3,0.1596541747899295,1013
TX-001018,2022-04-16,3918.125106980433,Banking,ETR,Quebec,2022,4,16,5,-0.2174094983533275,416
TX-001019,2022-11-01,11802.754835855418,Banking,ETR,New Brunswick,2022,11,1,1,0.4673574085211398,1101
TX-001020,2022-09-08,1708.61325508177,Trust and Loan,STR,Alberta,2022,9,8,3,-0.40930190783277753,908
TX-001021,2022-01-20,10197.993267387,Banking,LCTR,British Columbia,2022,1,20,3,0.327986549863465,120
TX-001022,2022-01-24,3614.042247916109,Banking,LCTR,Alberta,2022,1,24,0,-0.24381858616026153,124
TX-001023,2022-11-12,2412.242506432887,Securities,ETR,Quebec,2022,11,12,5,-0.34819288399750736,1112
TX-001024,2022-02-11,462.1429843380431,Trust and Loan,STR,Manitoba,2022,2,11,4,-0.5175557664359702,211
TX-001025,2022-09-30,1631.3382935759105,Money Services,ETR,Quebec,2022,9,30,4,-0.41601310901644567,930
TX-001026,2022-02-25,1427.1963677193855,Banking,STR,Prince Edward Island,2022,2,25,4,-0.4337424939005873,225
TX-001027,2022-11-04,12254.596171455409,Banking,STR,Ontario,2022,11,4,4,0.5065990729259668,1104
TX-001028,2022-10-04,11933.567323605204,Banking,ETR,Alberta,2022,10,4,1,0.4787182543309223,1004
TX-001029,2022-12-02,503.4586679702913,Casino,LCTR,Alberta,2022,12,2,4,-0.5139675684026942,1202
TX-001030,2022-07-06,14022.037354960406,Banking,STR,Manitoba,2022,7,6,2,0.6600983841084532,706
TX-001031,2022-10-29,23836.38598773337,Casino,LCTR,Ontario,2022,10,29,5,1.5124581508124908,1029
TX-001032,2022-01-02,761.1872510088813,Banking,LCTR,Prince Edward Island,2022,1,2,6,-0.4915842719526203,102
TX-001033,2022-10-15,2359.8750243775225,Money Services,STR,Nova Scotia,2022,10,15,5,-0.3527409122424523,1015
TX-001034,2022-07-30,2086.6537064937306,Securities,STR,Manitoba,2022,7,30,5,-0.37646972680609375,730
TX-001035,2022-12-01,24159.76951550097,Securities,STR,British Columbia,2022,12,1,3,1.5405434694207456,1201
TX-001036,2022-07-11,504.7163683873479,Money Services,LCTR,Quebec,2022,7,11,0,-0.5138583392246634,711
TX-001037,2022-12-02,39076.0623451063,Securities,ETR,New Brunswick,2022,12,2,4,2.8359985578894396,1202
TX-001038,2022-03-20,4860.982585561546,Money Services,LCTR,Ontario,2022,3,20,6,-0.13552390303272507,320
TX-001039,2022-03-12,13960.232967212902,Money Services,ETR,Alberta,2022,3,12,5,0.654730776385019,312
TX-001040,2022-01-01,3910.93563157094,Money Services,CDR,Ontario,2022,1,1,5,-0.218033892270036,101
TX-001041,2022-03-31,4376.342474297159,Casino,LCTR,British Columbia,2022,3,31,3,-0.17761408625622618,331
TX-001042,2022-03-15,29495.66831088981,Money Services,LCTR,Quebec,2022,3,15,1,2.003957356839269,315
TX-001043,2022-07-27,6102.6075553929695,Securities,ETR,British Columbia,2022,7,27,2,-0.027690850711207703,727
TX-001044,2022-07-06,9072.397273776389,Banking,STR,Quebec,2022,7,6,2,0.23023042009717748,706
TX-001045,2022-09-28,930.0447023039782,Securities,STR,Ontario,2022,9,28,2,-0.47691928467964817,928
TX-001046,2022-07-22,232.0704078586133,Money Services,STR,Newfoundland and Labrador,2022,7,22,4,-0.5375371849641599,722
TX-001047,2022-12-10,657.4581919261235,Banking,STR,Quebec,2022,12,10,5,-0.5005929672729563,1210
TX-001048,2022-05-10,2244.7888677377505,Banking,ETR,New Brunswick,2022,5,10,1,-0.36273595249369966,510
TX-001049,2022-09-30,730.9725721787141,Trust and Loan,STR,Ontario,2022,9,30,4,-0.4942083662824996,930
TX-001050,2022-05-29,2644.412480571756,Banking,STR,Quebec,2022,5,29,6,-0.32802930998997015,529
TX-001051,2022-02-11,754.2805342822767,Real Estate,LCTR,Newfoundland and Labrador,2022,2,11,4,-0.49218410875056334,211
TX-001052,2022-06-06,1799.7561311083498,Trust and Loan,ETR,Ontario,2022,6,6,0,-0.40138630146361587,606
TX-001053,2022-04-17,226.74855732933264,Banking,LCTR,British Columbia,2022,4,17,6,-0.5379993787831592,417
TX-001054,2022-09-04,7244.066432580116,Real Estate,LCTR,New Brunswick,2022,9,4,6,0.07144294396698221,904
TX-001055,2022-04-02,4792.314161098574,Casino,STR,Quebec,2022,4,2,5,-0.14148764086650686,402
TX-001056,2022-10-02,4002.0347152613313,Casino,ETR,New Brunswick,2022,10,2,6,-0.21012208919204056,1002
TX-001057,2022-12-29,8897.491304156498,Casino,CDR,Prince Edward Island,2022,12,29,3,0.21504012912233653,1229
TX-001058,2022-04-28,4776.120521085212,Money Services,ETR,Quebec,2022,4,28,3,-0.14289403142183998,428
TX-001059,2022-11-14,2664.328143568868,Banking,STR,Newfoundland and Labrador,2022,11,14,0,-0.32629966796265425,1114
TX-001060,2022-07-19,7382.210697201166,Securities,LCTR,British Columbia,2022,7,19,1,0.08344054233746419,719
TX-001061,2022-08-21,1039.9632896991218,Banking,LCTR,Ontario,2022,8,21,6,-0.46737303917582496,821
TX-001062,2022-05-01,3015.7693852815883,Banking,CDR,Ontario,2022,5,1,6,-0.2957775838178,501
TX-001063,2022-01-02,2495.9707796452444,Securities,ETR,Ontario,2022,1,2,6,-0.3409212234836854,102
TX-001064,2022-09-26,4699.648448318568,Money Services,LCTR,Ontario,2022,9,26,0,-0.14953550306113864,926
TX-001065,2022-10-31,3.7761550435222446,Banking,CDR,British Columbia,2022,10,31,0,-0.557364159055905,1031
TX-001066,2022-10-06,2167.824064507395,Banking,ETR,Quebec,2022,10,6,3,-0.3694202169498027,1006
TX-001067,2022-02-15,4430.627748948883,Money Services,ETR,Saskatchewan,2022,2,15,1,-0.17289950093131762,215
TX-001068,2022-09-29,1596.1170098630982,Real Estate,LCTR,Ontario,2022,9,29,3,-0.4190720186080838,929
TX-001069,2022-12-22,521.6725469200467,Banking,ETR,Ontario,2022,12,22,3,-0.5123857234740815,1222
TX-001070,2022-02-20,888.7681938990477,Securities,LCTR,British Columbia,2022,2,20,6,-0.48050408040994236,220
TX-001071,2022-02-22,375.9452858738066,Casino,ETR,British Columbia,2022,2,22,1,-0.5250418924034194,222
TX-001072,2022-07-11,10205.094290356628,Money Services,ETR,British Columbia,2022,7,11,0,0.3286032618336858,711
TX-001073,2022-04-03,1445.532818676638,Securities,ETR,Quebec,2022,4,3,6,-0.43215000379809454,403
TX-001074,2022-11-24,18741.744748074587,Money Services,LCTR,Manitoba,2022,11,24,3,1.0699970786659838,1124
TX-001075,2022-09-23,18998.213940724367,Securities,STR,Alberta,2022,9,23,4,1.0922709991668063,923
TX-001076,2022-05-02,436.85230011891286,Casino,ETR,Ontario,2022,5,2,0,-0.5197522200680348,502
TX-001077,2022-12-25,4435.421438547067,Banking,LCTR,Ontario,2022,12,25,6,-0.17248317700596658,1225
TX-001078,2022-05-12,4184.527681182957,Banking,STR,Ontario,2022,5,12,3,-0.19427288027575454,512
TX-001079,2022-09-19,890.3159592056653,Money Services,LCTR,Ontario,2022,9,19,0,-0.4803696595813144,919
TX-001080,2022-11-25,2332.1536418485666,Banking,STR,Ontario,2022,11,25,4,-0.35514846795798816,1125
TX-001081,2022-07-31,1264.618760652951,Casino,LCTR,Ontario,2022,7,31,6,-0.4478620872037746,731
TX-001082,2022-08-28,2589.774883283926,Banking,LCTR,New Brunswick,2022,8,28,6,-0.33277449394665276,828
TX-001083,2022-06-16,14485.265915993054,Securities,STR,Ontario,2022,6,16,3,0.7003290099998096,616
TX-001084,2022-10-21,150.74014338929408,Securities,LCTR,Quebec,2022,10,21,4,-0.544600582428721,1021
TX-001085,2022-05-25,4780.967589148175,Banking,LCTR,Ontario,2022,5,25,2,-0.14247307166608508,525
TX-001086,2022-09-05,824.0475897314003,Banking,LCTR,Ontario,2022,9,5,0,-0.48612495665282085,905
TX-001087,2022-01-18,316.2948644004704,Banking,ETR,British Columbia,2022,1,18,1,-0.5302224317579141,118
TX-001088,2022-10-10,1251.7455935433209,Casino,LCTR,Saskatchewan,2022,10,10,0,-0.44898010024008206,1010
TX-001089,2022-01-25,520.8574736084648,Banking,STR,Quebec,2022,1,25,1,-0.5124565112281854,125
TX-001090,2022-10-14,186.52809324737785,Securities,ETR,Manitoba,2022,10,14,4,-0.541492458829974,1014
TX-001091,2022-08-17,164.30033587978122,Securities,LCTR,Ontario,2022,8,17,2,-0.5434229023869648,817
TX-001092,2022-04-20,1881.9512058631549,Money Services,ETR,British Columbia,2022,4,20,2,-0.39424779667194004,420
TX-001093,2022-12-09,7896.027606068139,Trust and Loan,CDR,Quebec,2022,12,9,4,0.1280646816418269,1209
TX-001094,2022-01-13,6205.167070155367,Banking,LCTR,Ontario,2022,1,13,3,-0.01878372835932351,113
TX-001095,2022-10-02,941.6339845221078,Banking,STR,Alberta,2022,10,2,6,-0.4759127748991899,1002
TX-001096,2022-02-03,234.1666029905398,Securities,CDR,Ontario,2022,2,3,3,-0.537355133922316,203
TX-001097,2022-07-01,1218.021049565272,Banking,ETR,Ontario,2022,7,1,4,-0.45190902048868015,701
TX-001098,2022-09-07,7460.587175073705,Real Estate,ETR,Ontario,2022,9,7,2,0.09024740837556684,907
TX-001099,2022-09-15,42.51885807741607,Securities,ETR,New Brunswick,2022,9,15,3,-0.5539994200849273,915
TX-001100,2022-05-31,4171.43387410227,Casino,LCTR,Quebec,2022,5,31,1,-0.1954100555245829,531
TX-001101,2022-01-05,889.9497420991121,Money Services,STR,New Brunswick,2022,1,5,2,-0.4804014649246117,105
TX-001102,2022-05-23,943.44882040428,Real Estate,ETR,Ontario,2022,5,23,0,-0.47575515943768404,523
TX-001103,2022-09-12,4811.842809679428,Banking,LCTR,British Columbia,2022,9,12,0,-0.13979161039405782,912
TX-001104,2022-04-18,4674.020286197109,Banking,LCTR,Ontario,2022,4,18,0,-0.15176126608467286,418
TX-001105,2022-08-25,2635.857336672942,Casino,STR,Saskatchewan,2022,8,25,3,-0.32877230993123596,825
TX-001106,2022-07-08,44844.03968742126,Casino,ETR,New Brunswick,2022,7,8,4,3.336937744564803,708
TX-001107,2022-10-27,2663.1397679139536,Casino,ETR,Alberta,2022,10,27,3,-0.32640287640102145,1027
TX-001108,2022-01-12,2291.9102022983952,Money Services,LCTR,British Columbia,2022,1,12,2,-0.3586435433857968,112
TX-001109,2022-08-14,7450.820242901957,Real Estate,LCTR,Newfoundland and Labrador,2022,8,14,6,0.08939916664921056,814
TX-001110,2022-02-11,2509.4255838407853,Money Services,STR,Ontario,2022,2,11,4,-0.3397526962391097,211
TX-001111,2022-04-11,18872.653047443608,Banking,ETR,Ontario,2022,4,11,0,1.0813662455546758,411
TX-001112,2022-09-18,2259.89255573742,Banking,STR,Saskatchewan,2022,9,18,6,-0.3614242224480826,918
TX-001113,2022-12-17,5094.6982505117485,Money Services,CDR,Newfoundland and Labrador,2022,12,17,5,-0.11522608836300631,1217
TX-001114,2022-04-11,2561.3543859871047,Real Estate,STR,Quebec,2022,4,11,0,-0.33524276661068253,411
TX-001115,2022-03-04,5281.367214409795,Banking,LCTR,Ontario,2022,3,4,4,-0.09901420100578404,304
TX-001116,2022-09-12,2651.713879216713,Money Services,STR,Alberta,2022,9,12,0,-0.3273951957274253,912
TX-001117,2022-03-10,1463.355540200546,Securities,LCTR,British Columbia,2022,3,10,3,-0.43060213023780336,310
TX-001118,2022-09-08,239.23528484731008,Securities,ETR,British Columbia,2022,9,8,3,-0.5369149273791628,908
TX-001119,2022-02-18,1800.622109087342,Casino,STR,Manitoba,2022,2,18,4,-0.40131109272427273,218
TX-001120,2022-11-20,3244.3507929465222,Banking,LCTR,Ontario,2022,11,20,6,-0.275925670807541,1120
TX-001121,2022-08-27,2016.6089749715968,Trust and Loan,LCTR,Ontario,2022,8,27,5,-0.38255299460643327,827
TX-001122,2022-08-04,2860.8416339901232,Securities,LCTR,Ontario,2022,8,4,3,-0.3092327999394086,804
TX-001123,2022-01-27,2765.689107224756,Securities,LCTR,Saskatchewan,2022,1,27,3,-0.31749663777009235,127
TX-001124,2022-08-02,5957.450137644429,Real Estate,CDR,Nova Scotia,2022,8,2,1,-0.04029752970306138,802
TX-001125,2022-03-17,3759.602192548712,Securities,ETR,British Columbia,2022,3,17,3,-0.23117694838165292,317
TX-001126,2022-12-09,714.3943076377712,Banking,ETR,New Brunswick,2022,12,9,4,-0.4956481608348645,1209
TX-001127,2022-05-25,2885.3239556588537,Real Estate,LCTR,British Columbia,2022,5,25,2,-0.30710655124306124,525
TX-001128,2022-03-03,3336.939005762869,Money Services,CDR,British Columbia,2022,3,3,3,-0.26788453935515366,303
TX-001129,2022-09-06,754.0516615657311,Banking,CDR,New Brunswick,2022,9,6,1,-0.4922039859632628,906
TX-001130,2022-09-23,2764.208809692488,Banking,STR,Ontario,2022,9,23,4,-0.3176251991353411,923
TX-001131,2022-01-10,6400.0071822096015,Trust and Loan,STR,Alberta,2022,1,10,0,-0.001862190448945313,110
TX-001132,2022-04-02,26764.657892329597,Money Services,ETR,Alberta,2022,4,2,5,1.766773668921655,402
TX-001133,2022-05-25,8143.885268164868,Banking,LCTR,Ontario,2022,5,25,2,0.14959070511475556,525
TX-001134,2022-06-15,2767.3027102223614,Banking,LCTR,British Columbia,2022,6,15,2,-0.3173564990480992,615
TX-001135,2022-04-07,3995.237974771893,Casino,CDR,Manitoba,2022,4,7,3,-0.2107123747376936,407
TX-001136,2022-04-05,13956.45212099493,Real Estate,LCTR,Ontario,2022,4,5,1,0.6544024162135113,405
TX-001137,2022-05-07,238.56122486318296,Real Estate,STR,Ontario,2022,5,7,5,-0.5369734683615869,507
TX-001138,2022-01-25,25838.05470291117,Banking,LCTR,Manitoba,2022,1,25,1,1.686299731433584,125
TX-001139,2022-04-03,10019.142683830289,Money Services,LCTR,Quebec,2022,4,3,6,0.31245367576459493,403
TX-001140,2022-08-15,350.73604246183663,Banking,LCTR,Ontario,2022,8,15,0,-0.5272312730375717,815
TX-001141,2022-02-24,313.79249158760337,Banking,ETR,Ontario,2022,2,24,3,-0.5304397586521166,224
TX-001142,2022-07-17,1771.709891013995,Securities,CDR,Alberta,2022,7,17,6,-0.40382207051546337,717
TX-001143,2022-11-18,20341.492812119424,Money Services,LCTR,Ontario,2022,11,18,4,1.2089325228483077,1118
TX-001144,2022-11-11,3613.518442007142,Banking,STR,Nova Scotia,2022,11,11,4,-0.24386407782752045,1111
TX-001145,2022-04-10,7374.885558551198,Banking,ETR,Saskatchewan,2022,4,10,6,0.08280436629518341,410
TX-001146,2022-03-22,13558.933992332686,Banking,STR,British Columbia,2022,3,22,1,0.6198786314892016,322
TX-001147,2022-06-07,3177.523406071037,Money Services,STR,Ontario,2022,6,7,1,-0.2817295176055261,607
TX-001148,2022-01-14,1503.4571092767735,Banking,LCTR,British Columbia,2022,1,14,4,-0.4271193760234137,114
TX-001149,2022-10-13,8069.325142865767,Banking,LCTR,New Brunswick,2022,10,13,3,0.14311528291575737,1013
TX-001150,2022-09-09,1158.1865221784592,Banking,LCTR,Ontario,2022,9,9,4,-0.4571055491338889,909
TX-001151,2022-10-10,1823.0077667828336,Casino,STR,British Columbia,2022,10,10,0,-0.3993669357878532,1010
TX-001152,2022-05-09,1136.8375513610763,Banking,STR,British Columbia,2022,5,9,0,-0.4589596715485452,509
TX-001153,2022-12-08,2660.32810350602,Trust and Loan,LCTR,Quebec,2022,12,8,3,-0.32664706475304245,1208
TX-001154,2022-06-16,12794.134808364648,Banking,LCTR,Quebec,2022,6,16,3,0.5534571012976203,616
TX-001155,2022-06-11,2045.593268130641,Banking,LCTR,Newfoundland and Labrador,2022,6,11,5,-0.3800357572145775,611
TX-001156,2022-07-20,1183.8208684648157,Trust and Loan,CDR,British Columbia,2022,7,20,2,-0.4548792490259747,720
TX-001157,2022-08-08,5978.070345139404,Casino,LCTR,Quebec,2022,8,8,0,-0.03850669916428114,808
TX-001158,2022-07-13,3481.031453177925,Money Services,STR,Ontario,2022,7,13,2,-0.25537035125586566,713
