transaction_id,transaction_date,transaction_amount,province,sector,report_type,ml_pattern,pattern_id,is_suspicious,risk_score
CASINO-6-6,2023-05-16,7574.112748114211,British Columbia,Securities,STR,Casino-Investment,CASINO-6,1,0.771164112040787
CASINO-7-1,2023-05-29,9446.488839359521,New Brunswick,Casino,LCTR,Casino-Investment,CASINO-7,1,0.7164309832905329
CASINO-7-2,2023-05-30,7833.202567815321,New Brunswick,Securities,ETR,Casino-Investment,CASINO-7,1,0.837038206091514
CASINO-7-3,2023-05-31,6650.791308042387,New Brunswick,Securities,STR,Casino-Investment,CASINO-7,1,0.8457175511699564
CASINO-7-4,2023-06-01,8816.234901745476,New Brunswick,Securities,ETR,Casino-Investment,CASINO-7,1,0.7586949840768726
CASINO-7-5,2023-06-02,5425.498460156056,New Brunswick,Securities,STR,Casino-Investment,CASINO-7,1,0.8079272505294806
CASINO-8-1,2023-05-16,9378.822374285224,Alberta,Casino,LCTR,Casino-Investment,CASINO-8,1,0.7382552139743773
CASINO-8-2,2023-05-17,9097.649545919874,Alberta,Securities,STR,Casino-Investment,CASINO-8,1,0.8419325122764894
CASINO-8-3,2023-05-18,6230.085467334414,Alberta,Securities,ETR,Casino-Investment,CASINO-8,1,0.6563015950577199
CASINO-8-4,2023-05-19,7011.038867589992,Alberta,Securities,ETR,Casino-Investment,CASINO-8,1,0.8429027666858876
CASINO-9-1,2023-03-08,8847.166949638202,Prince Edward Island,Casino,LCTR,Casino-Investment,CASINO-9,1,0.6662881734643866
CASINO-9-2,2023-03-09,6851.264592118925,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-9,1,0.6597023740052574
CASINO-9-3,2023-03-10,8413.66786831454,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-9,1,0.7797451806950757
CASINO-9-4,2023-03-11,7791.766332700121,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-9,1,0.7358685474599311
CASINO-9-5,2023-03-12,5447.672512813496,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-9,1,0.7364601539968392
CASINO-9-6,2023-03-13,8260.407262123286,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-9,1,0.6609346143955109
CASINO-9-7,2023-03-14,9668.458344863438,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-9,1,0.679819578893879
CASINO-10-1,2023-11-02,9530.82592533233,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-10,1,0.8417314829032669
CASINO-10-2,2023-11-03,9675.862954154733,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-10,1,0.795634820379101
CASINO-10-3,2023-11-04,8427.101823003655,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-10,1,0.6538710351661705
CASINO-10-4,2023-11-05,6743.942742219617,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-10,1,0.7100518220264356
CASINO-10-5,2023-11-06,5335.967553937878,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-10,1,0.7402659831311905
CASINO-10-6,2023-11-07,5927.885793609388,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-10,1,0.689290186674524
CASINO-10-7,2023-11-08,8941.757576773089,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-10,1,0.7129801265729862
CASINO-11-1,2023-09-01,9299.82851434117,Saskatchewan,Casino,LCTR,Casino-Investment,CASINO-11,1,0.707384902751338
CASINO-11-2,2023-09-02,5134.717324975093,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-11,1,0.7299555095347774
CASINO-11-3,2023-09-03,5821.058264193356,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-11,1,0.7282781328764539
CASINO-11-4,2023-09-04,9712.754410111946,Saskatchewan,Securities,STR,Casino-Investment,CASINO-11,1,0.7139496802453128
CASINO-12-1,2023-09-25,8889.770378014779,Prince Edward Island,Casino,LCTR,Casino-Investment,CASINO-12,1,0.7321488935670784
CASINO-12-2,2023-09-26,6141.661057475105,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-12,1,0.7555792768086785
CASINO-12-3,2023-09-27,7587.3340185780835,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-12,1,0.7217595714314705
CASINO-12-4,2023-09-28,8512.310343589366,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-12,1,0.8423690809053669
CASINO-12-5,2023-09-29,6887.896137566515,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-12,1,0.8141285094596579
CASINO-12-6,2023-09-30,8124.554994488339,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-12,1,0.6669299869212821
CASINO-13-1,2023-12-30,8063.60452269863,Ontario,Casino,LCTR,Casino-Investment,CASINO-13,1,0.8330853811351239
CASINO-13-2,2023-12-31,9421.609290613955,Ontario,Securities,ETR,Casino-Investment,CASINO-13,1,0.6558069325351226
CASINO-13-3,2024-01-01,8593.510802387258,Ontario,Securities,STR,Casino-Investment,CASINO-13,1,0.7584931659110694
CASINO-13-4,2024-01-02,6974.087427787821,Ontario,Securities,STR,Casino-Investment,CASINO-13,1,0.6885032833373513
CASINO-13-5,2024-01-03,7153.835127157522,Ontario,Securities,ETR,Casino-Investment,CASINO-13,1,0.6828021055954973
CASINO-14-1,2023-08-02,9530.625426102855,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-14,1,0.7473000828205427
CASINO-14-2,2023-08-03,9090.652780241846,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-14,1,0.6509075426821972
CASINO-14-3,2023-08-04,9408.525134451058,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-14,1,0.7401109522615542
CASINO-14-4,2023-08-05,7335.70421135875,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-14,1,0.660614077087849
CASINO-14-5,2023-08-06,8736.503866279063,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-14,1,0.7319256332479768
CASINO-14-6,2023-08-07,7764.151325779675,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-14,1,0.8050074853086387
CASINO-15-1,2023-05-22,9382.31584733178,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-15,1,0.7602376719082296
CASINO-15-2,2023-05-23,7339.071482107407,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-15,1,0.8104580615962722
CASINO-15-3,2023-05-24,9766.077071164524,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-15,1,0.8248879970800765
CASINO-15-4,2023-05-25,5005.348551012489,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-15,1,0.6929295097540397
CASINO-16-1,2023-10-28,8517.240689836222,Ontario,Casino,LCTR,Casino-Investment,CASINO-16,1,0.8231018877212294
CASINO-16-2,2023-10-29,6388.366935279418,Ontario,Securities,ETR,Casino-Investment,CASINO-16,1,0.7716775155620066
CASINO-16-3,2023-10-30,9262.934867458474,Ontario,Securities,STR,Casino-Investment,CASINO-16,1,0.7027719771113927
CASINO-16-4,2023-10-31,9064.819291728118,Ontario,Securities,STR,Casino-Investment,CASINO-16,1,0.8479656980822032
CASINO-17-1,2023-05-13,9424.864376465828,New Brunswick,Casino,LCTR,Casino-Investment,CASINO-17,1,0.7640359403974457
CASINO-17-2,2023-05-14,7915.477666363365,New Brunswick,Securities,ETR,Casino-Investment,CASINO-17,1,0.650449141695531
CASINO-17-3,2023-05-15,5236.113234926947,New Brunswick,Securities,STR,Casino-Investment,CASINO-17,1,0.6752536455845979
CASINO-17-4,2023-05-16,5217.5095504584115,New Brunswick,Securities,ETR,Casino-Investment,CASINO-17,1,0.7676359879909056
CASINO-17-5,2023-05-17,9647.457157084371,New Brunswick,Securities,ETR,Casino-Investment,CASINO-17,1,0.7052705937800334
CASINO-17-6,2023-05-18,9601.384289362028,New Brunswick,Securities,ETR,Casino-Investment,CASINO-17,1,0.8458108014533585
CASINO-17-7,2023-05-19,5287.3394340496,New Brunswick,Securities,STR,Casino-Investment,CASINO-17,1,0.6590595078346906
CASINO-18-1,2023-12-07,8836.350513172178,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-18,1,0.7840345384117869
CASINO-18-2,2023-12-08,7233.024962319905,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-18,1,0.6858604529483289
CASINO-18-3,2023-12-09,8307.52493405355,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-18,1,0.6845462081895489
CASINO-18-4,2023-12-10,5323.431045477173,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-18,1,0.6814902667292531
CASINO-18-5,2023-12-11,5913.882745650302,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-18,1,0.7934521702953261
CASINO-19-1,2023-10-09,9014.812492964775,Nova Scotia,Casino,LCTR,Casino-Investment,CASINO-19,1,0.8188946535027695
CASINO-19-2,2023-10-10,8573.671664379859,Nova Scotia,Securities,STR,Casino-Investment,CASINO-19,1,0.6923013175954725
CASINO-19-3,2023-10-11,8137.074101398326,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-19,1,0.6637881224558441
CASINO-19-4,2023-10-12,8496.282460252527,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-19,1,0.7659530017801018
CASINO-19-5,2023-10-13,9117.984982378197,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-19,1,0.6589680873679826
CASINO-19-6,2023-10-14,8497.852503180762,Nova Scotia,Securities,STR,Casino-Investment,CASINO-19,1,0.7934342784116536
CASINO-19-7,2023-10-15,7834.391490713599,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-19,1,0.6530751248088994
CASINO-20-1,2023-01-27,8817.664046067812,Quebec,Casino,LCTR,Casino-Investment,CASINO-20,1,0.8071626938378276
CASINO-20-2,2023-01-28,7207.13205561127,Quebec,Securities,ETR,Casino-Investment,CASINO-20,1,0.6555206355146029
CASINO-20-3,2023-01-29,6533.816634483554,Quebec,Securities,STR,Casino-Investment,CASINO-20,1,0.6795227512453473
CASINO-20-4,2023-01-30,6670.308963505467,Quebec,Securities,ETR,Casino-Investment,CASINO-20,1,0.7943510006451983
CASINO-20-5,2023-01-31,9315.346930550759,Quebec,Securities,ETR,Casino-Investment,CASINO-20,1,0.6551744211785262
CASINO-21-1,2023-08-31,9116.404319066824,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-21,1,0.7492552684940942
CASINO-21-2,2023-09-01,9487.743627415231,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-21,1,0.6714304925078332
CASINO-21-3,2023-09-02,5678.115303215959,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-21,1,0.7342469763801189
CASINO-21-4,2023-09-03,7871.726794039515,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-21,1,0.6771535411123485
CASINO-22-1,2023-07-26,9440.979361811418,Prince Edward Island,Casino,LCTR,Casino-Investment,CASINO-22,1,0.7098545785488062
CASINO-22-2,2023-07-27,8951.361764643516,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-22,1,0.8087854550469907
CASINO-22-3,2023-07-28,6351.811410613351,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-22,1,0.7628047587204364
CASINO-22-4,2023-07-29,9621.229531828647,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-22,1,0.837337647856979
CASINO-23-1,2023-12-22,9445.474235343245,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-23,1,0.6764634031714202
CASINO-23-2,2023-12-23,7227.006293300728,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-23,1,0.6884194340186408
CASINO-23-3,2023-12-24,5488.481179212786,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-23,1,0.6651069841497339
CASINO-23-4,2023-12-25,9458.075646142737,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-23,1,0.8177132282875763
CASINO-23-5,2023-12-26,9799.37580355701,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-23,1,0.8303021514268347
CASINO-24-1,2023-02-22,8763.976223880894,Manitoba,Casino,LCTR,Casino-Investment,CASINO-24,1,0.7015323839673371
CASINO-24-2,2023-02-23,5150.187894465439,Manitoba,Securities,ETR,Casino-Investment,CASINO-24,1,0.6778068317636755
CASINO-24-3,2023-02-24,5896.083815778058,Manitoba,Securities,STR,Casino-Investment,CASINO-24,1,0.7378983732956278
CASINO-24-4,2023-02-25,5720.721362124896,Manitoba,Securities,ETR,Casino-Investment,CASINO-24,1,0.7095880917458078
CASINO-25-1,2023-06-19,9401.600430934168,Quebec,Casino,LCTR,Casino-Investment,CASINO-25,1,0.7323699584664646
CASINO-25-2,2023-06-20,8602.289499499102,Quebec,Securities,ETR,Casino-Investment,CASINO-25,1,0.8325257996136572
CASINO-25-3,2023-06-21,7876.923154562664,Quebec,Securities,ETR,Casino-Investment,CASINO-25,1,0.8225841249136469
CASINO-25-4,2023-06-22,5244.35732730254,Quebec,Securities,STR,Casino-Investment,CASINO-25,1,0.7892693628995571
CASINO-25-5,2023-06-23,9608.968716077981,Quebec,Securities,ETR,Casino-Investment,CASINO-25,1,0.7889842729279722
CASINO-25-6,2023-06-24,8966.370007839374,Quebec,Securities,STR,Casino-Investment,CASINO-25,1,0.692066740457853
CASINO-25-7,2023-06-25,6350.388883556934,Quebec,Securities,ETR,Casino-Investment,CASINO-25,1,0.7393501205381539
CASINO-26-1,2023-06-23,9718.10598612315,British Columbia,Casino,LCTR,Casino-Investment,CASINO-26,1,0.7381744742990155
CASINO-26-2,2023-06-24,8546.373297908038,British Columbia,Securities,STR,Casino-Investment,CASINO-26,1,0.751022484213938
CASINO-26-3,2023-06-25,6955.599502916997,British Columbia,Securities,STR,Casino-Investment,CASINO-26,1,0.6961707105870847
CASINO-26-4,2023-06-26,6259.153380823808,British Columbia,Securities,ETR,Casino-Investment,CASINO-26,1,0.8218931555941131
CASINO-26-5,2023-06-27,9600.062494644073,British Columbia,Securities,ETR,Casino-Investment,CASINO-26,1,0.8227740295262491
CASINO-26-6,2023-06-28,6265.194501395989,British Columbia,Securities,STR,Casino-Investment,CASINO-26,1,0.7694815783963165
CASINO-26-7,2023-06-29,5034.723690492174,British Columbia,Securities,ETR,Casino-Investment,CASINO-26,1,0.6794969061609417
CASINO-27-1,2023-01-28,9536.36242480106,Saskatchewan,Casino,LCTR,Casino-Investment,CASINO-27,1,0.7206662872971774
CASINO-27-2,2023-01-29,5348.803678850351,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-27,1,0.7178657500337158
CASINO-27-3,2023-01-30,6220.573594214703,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-27,1,0.843917293781759
CASINO-27-4,2023-01-31,8652.079649386113,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-27,1,0.7701021444848296
CASINO-28-1,2023-09-12,9861.018399750901,Alberta,Casino,LCTR,Casino-Investment,CASINO-28,1,0.7209173384880806
CASINO-28-2,2023-09-13,9843.875084012088,Alberta,Securities,STR,Casino-Investment,CASINO-28,1,0.7779663927610272
CASINO-28-3,2023-09-14,6633.975699449866,Alberta,Securities,STR,Casino-Investment,CASINO-28,1,0.7042474462712272
CASINO-28-4,2023-09-15,8086.235093705445,Alberta,Securities,ETR,Casino-Investment,CASINO-28,1,0.7757165593088347
CASINO-28-5,2023-09-16,9662.880595194452,Alberta,Securities,ETR,Casino-Investment,CASINO-28,1,0.8056358973431554
CASINO-28-6,2023-09-17,6437.775394586448,Alberta,Securities,STR,Casino-Investment,CASINO-28,1,0.7899944739747051
CASINO-28-7,2023-09-18,5905.2149342833445,Alberta,Securities,ETR,Casino-Investment,CASINO-28,1,0.8218337906226307
CASINO-29-1,2023-02-15,9281.417066945638,Nova Scotia,Casino,LCTR,Casino-Investment,CASINO-29,1,0.7015028003601207
CASINO-29-2,2023-02-16,9501.353442949945,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-29,1,0.7210585313611049
CASINO-29-3,2023-02-17,5805.35604094194,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-29,1,0.79602268758034
CASINO-29-4,2023-02-18,8055.8373218778415,Nova Scotia,Securities,STR,Casino-Investment,CASINO-29,1,0.8083521504600768
CASINO-29-5,2023-02-19,7160.923355798256,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-29,1,0.8472844223161781
CASINO-30-1,2023-11-23,8039.190600826152,Prince Edward Island,Casino,LCTR,Casino-Investment,CASINO-30,1,0.6522233564668748
CASINO-30-2,2023-11-24,8774.368335665895,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-30,1,0.7085959441008866
CASINO-30-3,2023-11-25,7422.543843593886,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-30,1,0.6884891210722481
CASINO-30-4,2023-11-26,7080.03223518312,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-30,1,0.7459334365720169
CASINO-30-5,2023-11-27,7873.176272177296,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-30,1,0.7117637827177691
CASINO-31-1,2023-12-30,8774.726661753948,Newfoundland and Labrador,Casino,LCTR,Casino-Investment,CASINO-31,1,0.7321428343403615
CASINO-31-2,2023-12-31,9382.404341502686,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-31,1,0.7562445167763853
CASINO-31-3,2024-01-01,5667.058579242874,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-31,1,0.8084510976356362
CASINO-31-4,2024-01-02,8145.600138660993,Newfoundland and Labrador,Securities,STR,Casino-Investment,CASINO-31,1,0.7714992595463761
CASINO-31-5,2024-01-03,5930.211641326894,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-31,1,0.841373763239451
CASINO-31-6,2024-01-04,6412.057072612232,Newfoundland and Labrador,Securities,ETR,Casino-Investment,CASINO-31,1,0.7269659949791105
CASINO-32-1,2023-10-02,8574.494245541127,British Columbia,Casino,LCTR,Casino-Investment,CASINO-32,1,0.6589840110484272
CASINO-32-2,2023-10-03,7727.783848910516,British Columbia,Securities,STR,Casino-Investment,CASINO-32,1,0.7318936896685239
CASINO-32-3,2023-10-04,8024.7397496446265,British Columbia,Securities,STR,Casino-Investment,CASINO-32,1,0.8079389025473975
CASINO-32-4,2023-10-05,5949.994357024814,British Columbia,Securities,STR,Casino-Investment,CASINO-32,1,0.7503786050320304
CASINO-33-1,2023-04-05,9238.346544229393,Prince Edward Island,Casino,LCTR,Casino-Investment,CASINO-33,1,0.6631335132865749
CASINO-33-2,2023-04-06,5491.797342981819,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-33,1,0.7242350993736125
CASINO-33-3,2023-04-07,7263.672790562372,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-33,1,0.6567576310869039
CASINO-33-4,2023-04-08,5771.336853686094,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-33,1,0.7362367197131919
CASINO-33-5,2023-04-09,6039.431743190156,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-33,1,0.7443134926729452
CASINO-33-6,2023-04-10,6154.253113071587,Prince Edward Island,Securities,ETR,Casino-Investment,CASINO-33,1,0.8166288354773137
CASINO-33-7,2023-04-11,7685.625653497183,Prince Edward Island,Securities,STR,Casino-Investment,CASINO-33,1,0.7529051830438421
CASINO-34-1,2023-04-16,8117.428055194565,Alberta,Casino,LCTR,Casino-Investment,CASINO-34,1,0.8129934676039692
CASINO-34-2,2023-04-17,6685.979443800341,Alberta,Securities,STR,Casino-Investment,CASINO-34,1,0.680882021568453
CASINO-34-3,2023-04-18,5278.981288992836,Alberta,Securities,ETR,Casino-Investment,CASINO-34,1,0.6878258673651414
CASINO-34-4,2023-04-19,9593.256450331519,Alberta,Securities,ETR,Casino-Investment,CASINO-34,1,0.732523935011807
CASINO-35-1,2023-07-16,8176.907633140875,Nova Scotia,Casino,LCTR,Casino-Investment,CASINO-35,1,0.7105789885723575
CASINO-35-2,2023-07-17,7440.2509297887245,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-35,1,0.7433123410286524
CASINO-35-3,2023-07-18,9098.081659350602,Nova Scotia,Securities,STR,Casino-Investment,CASINO-35,1,0.6598521469421464
CASINO-35-4,2023-07-19,5788.42645445761,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-35,1,0.7689731701775203
CASINO-35-5,2023-07-20,6768.874318083089,Nova Scotia,Securities,STR,Casino-Investment,CASINO-35,1,0.7933343736565875
CASINO-35-6,2023-07-21,5492.23451325619,Nova Scotia,Securities,ETR,Casino-Investment,CASINO-35,1,0.6726025250693957
CASINO-36-1,2023-06-03,8590.680930978191,Alberta,Casino,LCTR,Casino-Investment,CASINO-36,1,0.7749940076714688
CASINO-36-2,2023-06-04,9336.097036761523,Alberta,Securities,ETR,Casino-Investment,CASINO-36,1,0.796241116509099
CASINO-36-3,2023-06-05,6326.1752647683015,Alberta,Securities,STR,Casino-Investment,CASINO-36,1,0.7866884054550066
CASINO-36-4,2023-06-06,7562.254269876175,Alberta,Securities,ETR,Casino-Investment,CASINO-36,1,0.8252890491067635
CASINO-37-1,2023-01-14,8301.920326263444,Saskatchewan,Casino,LCTR,Casino-Investment,CASINO-37,1,0.7902371130883803
CASINO-37-2,2023-01-15,8678.221076111382,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-37,1,0.8087244210599155
CASINO-37-3,2023-01-16,7729.806492801597,Saskatchewan,Securities,STR,Casino-Investment,CASINO-37,1,0.672493287192273
CASINO-37-4,2023-01-17,5641.024988699391,Saskatchewan,Securities,STR,Casino-Investment,CASINO-37,1,0.8184722549132704
CASINO-38-1,2023-12-28,9305.128959498104,New Brunswick,Casino,LCTR,Casino-Investment,CASINO-38,1,0.8047088369471628
CASINO-38-2,2023-12-29,8615.353903984556,New Brunswick,Securities,ETR,Casino-Investment,CASINO-38,1,0.8498901045983926
CASINO-38-3,2023-12-30,9158.460027757179,New Brunswick,Securities,ETR,Casino-Investment,CASINO-38,1,0.6890211611345656
CASINO-38-4,2023-12-31,6538.704127858613,New Brunswick,Securities,ETR,Casino-Investment,CASINO-38,1,0.8201598756639228
CASINO-38-5,2024-01-01,8813.975092593219,New Brunswick,Securities,STR,Casino-Investment,CASINO-38,1,0.7043914229820657
CASINO-39-1,2023-09-26,9134.299454891265,Saskatchewan,Casino,LCTR,Casino-Investment,CASINO-39,1,0.8362298439207639
CASINO-39-2,2023-09-27,8096.302509312987,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-39,1,0.7633856023072665
CASINO-39-3,2023-09-28,9064.566042797396,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-39,1,0.8412920114151837
CASINO-39-4,2023-09-29,7283.180469248108,Saskatchewan,Securities,STR,Casino-Investment,CASINO-39,1,0.8261513229486526
CASINO-39-5,2023-09-30,8761.54358643748,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-39,1,0.767389028862864
CASINO-39-6,2023-10-01,9106.344120565596,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-39,1,0.7976379153076982
CASINO-39-7,2023-10-02,8874.229349933139,Saskatchewan,Securities,ETR,Casino-Investment,CASINO-39,1,0.7572495036707337
CASINO-40-1,2023-05-29,8033.088317488329,Ontario,Casino,LCTR,Casino-Investment,CASINO-40,1,0.7265581175835767
CASINO-40-2,2023-05-30,8963.125420063727,Ontario,Securities,ETR,Casino-Investment,CASINO-40,1,0.6519601053867943
CASINO-40-3,2023-05-31,7302.2347191752515,Ontario,Securities,ETR,Casino-Investment,CASINO-40,1,0.7455101310794342
CASINO-40-4,2023-06-01,6982.994335094598,Ontario,Securities,STR,Casino-Investment,CASINO-40,1,0.6582354597926032
CASINO-40-5,2023-06-02,8349.581255281468,Ontario,Securities,STR,Casino-Investment,CASINO-40,1,0.8418477169300951
CASINO-40-6,2023-06-03,5870.41751006705,Ontario,Securities,ETR,Casino-Investment,CASINO-40,1,0.6587179154634424
CASINO-40-7,2023-06-04,7445.999269829934,Ontario,Securities,ETR,Casino-Investment,CASINO-40,1,0.8175793349397427
COMPLEX-1-1,2023-12-10,2415042.9657299942,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-1,1,0.8966854256108646
COMPLEX-1-2,2023-12-15,559630.7399949672,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-1,1,0.779497087298365
COMPLEX-1-3,2023-12-20,1044323.4189734354,Saskatchewan,Banking,STR,Complex-Financing,COMPLEX-1,1,0.8902717392808643
COMPLEX-1-4,2023-12-25,241316.4279233209,Saskatchewan,Trust and Loan,STR,Complex-Financing,COMPLEX-1,1,0.8190592852803629
COMPLEX-1-5,2023-12-30,326132.214144849,Saskatchewan,Money Services,STR,Complex-Financing,COMPLEX-1,1,0.8850564898716667
COMPLEX-1-6,2024-01-04,302517.2867700503,Saskatchewan,Securities,STR,Complex-Financing,COMPLEX-1,1,0.9110358776185167
COMPLEX-1-7,2024-01-09,498785.15606433485,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-1,1,0.9127759818049967
COMPLEX-1-8,2024-01-14,781020.3423410784,Saskatchewan,Real Estate,STR,Complex-Financing,COMPLEX-1,1,0.7961330663148504
COMPLEX-2-1,2023-02-01,1174898.3394006582,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-2,1,0.845133658600482
COMPLEX-2-2,2023-02-06,1033674.9260194591,Prince Edward Island,Real Estate,STR,Complex-Financing,COMPLEX-2,1,0.9720562772601672
COMPLEX-2-3,2023-02-11,426860.9893684263,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-2,1,0.9134378140086028
COMPLEX-2-4,2023-02-16,606080.0302688889,Prince Edward Island,Banking,STR,Complex-Financing,COMPLEX-2,1,0.8685971940245644
COMPLEX-2-5,2023-02-21,177616.83938254378,Prince Edward Island,Securities,STR,Complex-Financing,COMPLEX-2,1,0.910601923347973
COMPLEX-2-6,2023-02-26,334215.7213329094,Prince Edward Island,Banking,STR,Complex-Financing,COMPLEX-2,1,0.7902899604573479
COMPLEX-2-7,2023-03-03,711261.122144426,Prince Edward Island,Trust and Loan,STR,Complex-Financing,COMPLEX-2,1,0.927173814827516
COMPLEX-3-1,2023-04-05,317157.4550503374,Ontario,Money Services,STR,Complex-Financing,COMPLEX-3,1,0.9389233366259537
COMPLEX-3-2,2023-04-10,603049.4998234065,Ontario,Trust and Loan,STR,Complex-Financing,COMPLEX-3,1,0.7873761858936119
COMPLEX-3-3,2023-04-15,335515.83067954774,Ontario,Trust and Loan,STR,Complex-Financing,COMPLEX-3,1,0.9375635563454165
COMPLEX-3-4,2023-04-20,371983.7115043803,Ontario,Trust and Loan,STR,Complex-Financing,COMPLEX-3,1,0.9129850605333262
COMPLEX-3-5,2023-04-25,270947.150029626,Ontario,Securities,STR,Complex-Financing,COMPLEX-3,1,0.7704206134096508
COMPLEX-3-6,2023-04-30,133859.8537020338,Ontario,Banking,STR,Complex-Financing,COMPLEX-3,1,0.9455265111239601
COMPLEX-3-7,2023-05-05,102923.82198747165,Ontario,Banking,STR,Complex-Financing,COMPLEX-3,1,0.9207776526220819
COMPLEX-3-8,2023-05-10,191350.42811630238,Ontario,Trust and Loan,STR,Complex-Financing,COMPLEX-3,1,0.9292175502616926
COMPLEX-3-9,2023-05-15,132967.01251815946,Ontario,Real Estate,STR,Complex-Financing,COMPLEX-3,1,0.9051196986555583
COMPLEX-3-10,2023-05-20,372879.4035868003,Ontario,Real Estate,STR,Complex-Financing,COMPLEX-3,1,0.9556212453882027
COMPLEX-4-1,2023-08-12,1075691.058955959,Nova Scotia,Real Estate,STR,Complex-Financing,COMPLEX-4,1,0.9463791461456321
COMPLEX-4-2,2023-08-17,1091814.8636431727,Nova Scotia,Trust and Loan,STR,Complex-Financing,COMPLEX-4,1,0.8942073319059235
