transaction_id,transaction_date,transaction_amount,sector,report_type,province
TX-001213,2022-03-07,298.04341660481623,Money Services,ETR,Ontario
TX-001214,2022-04-13,23226.29843547617,Banking,STR,Nova Scotia
TX-001215,2022-04-27,136.90835509359457,Securities,STR,Ontario
TX-001216,2022-11-27,1032.0719472992268,Money Services,STR,Ontario
TX-001217,2022-01-24,642.8811204812912,Casino,LCTR,Quebec
TX-001218,2022-01-16,7515.73905553204,Banking,ETR,Ontario
TX-001219,2022-09-24,10445.377334533807,Securities,CDR,Quebec
TX-001220,2022-03-16,1482.7997907658896,Banking,LCTR,Ontario
TX-001221,2022-11-11,2774.3195272187136,Banking,ETR,British Columbia
TX-001222,2022-06-25,5334.196235743722,Real Estate,STR,Saskatchewan
TX-001223,2022-04-27,22072.174793633476,Money Services,LCTR,British Columbia
TX-001224,2022-04-22,9781.78618841457,Banking,LCTR,Ontario
TX-001225,2022-03-24,8870.754580937817,Banking,STR,Ontario
TX-001226,2022-12-23,419.390088415903,Banking,CDR,Quebec
TX-001227,2022-06-18,1998.7693919934957,Banking,STR,Alberta
TX-001228,2022-02-16,1317.371415117752,Banking,LCTR,Quebec
TX-001229,2022-06-08,624.7868608578311,Securities,LCTR,British Columbia
TX-001230,2022-06-25,5662.802402506355,Trust and Loan,CDR,Ontario
TX-001231,2022-01-02,463.2134273800048,Casino,CDR,Newfoundland and Labrador
TX-001232,2022-05-20,3083.166290794821,Banking,STR,Ontario
TX-001233,2022-04-16,2694.802258834308,Real Estate,CDR,British Columbia
TX-001234,2022-04-10,13024.529515706061,Banking,STR,British Columbia
TX-001235,2022-05-23,1638.7609468007104,Casino,LCTR,Manitoba
TX-001236,2022-08-30,652.1309292116695,Casino,STR,Ontario
TX-001237,2022-04-24,4370.3121123145365,Banking,STR,Quebec
TX-001238,2022-09-12,812.2043868417838,Banking,ETR,Alberta
TX-001239,2022-12-19,28425.00336532124,Real Estate,LCTR,Prince Edward Island
TX-001240,2022-03-10,35566.994073657515,Trust and Loan,STR,Manitoba
TX-001241,2022-01-30,1006.6492633213153,Casino,STR,Manitoba
TX-001242,2022-03-03,2425.3430063726687,Securities,ETR,Quebec
TX-001243,2022-06-12,9893.551122397992,Banking,STR,Alberta
TX-001244,2022-03-05,6820.4955049574755,Casino,STR,New Brunswick
TX-001245,2022-03-10,2663.698002254218,Money Services,ETR,British Columbia
TX-001246,2022-06-11,5003.134776898366,Banking,LCTR,Ontario
TX-001247,2022-01-03,2935.4638681425536,Casino,LCTR,Prince Edward Island
TX-001248,2022-07-05,14269.675036437826,Casino,ETR,British Columbia
TX-001249,2022-12-20,2412.1416041971556,Banking,STR,Alberta
TX-001250,2022-10-05,1386.214695210266,Securities,LCTR,British Columbia
TX-001251,2022-01-30,3259.432520990462,Banking,CDR,Quebec
TX-001252,2022-10-08,5475.327053039027,Banking,STR,Ontario
TX-001253,2022-02-09,4918.239889341782,Securities,LCTR,British Columbia
TX-001254,2022-06-16,7312.264732602489,Banking,ETR,Manitoba
TX-001255,2022-01-16,9561.192443896192,Securities,STR,British Columbia
TX-001256,2022-08-08,291.47362327968995,Securities,LCTR,Ontario
TX-001257,2022-06-10,3657.30807851945,Banking,ETR,Alberta
TX-001258,2022-10-09,1945.023811859301,Trust and Loan,LCTR,Ontario
TX-001259,2022-05-14,9067.776446845355,Securities,ETR,Ontario
TX-001260,2022-03-13,4706.6813993343185,Banking,STR,Manitoba
TX-001261,2022-05-30,2825.5150524569463,Securities,CDR,Ontario
TX-001262,2022-02-20,569.8461818173683,Securities,STR,Ontario
TX-001263,2022-08-21,834.7880884387382,Banking,STR,Ontario
TX-001264,2022-09-26,19585.686033493184,Real Estate,STR,Newfoundland and Labrador
TX-001265,2022-04-30,11659.628542077618,Securities,LCTR,Ontario
TX-001266,2022-07-29,28598.98774806741,Banking,LCTR,British Columbia
TX-001267,2022-04-04,2985.9421171084086,Trust and Loan,STR,Nova Scotia
TX-001268,2022-01-12,332.9839048153005,Banking,STR,Saskatchewan
TX-001269,2022-04-09,3564.006599094336,Trust and Loan,ETR,Quebec
TX-001270,2022-05-23,2359.2303084976907,Banking,STR,Quebec
TX-001271,2022-07-11,6238.651501339869,Banking,STR,Saskatchewan
TX-001272,2022-01-31,10101.2008460209,Banking,STR,Prince Edward Island
TX-001273,2022-10-08,128.9048050725805,Banking,LCTR,Quebec
TX-001274,2022-10-21,7993.105467131152,Casino,LCTR,Quebec
TX-001275,2022-07-17,3414.901082044077,Banking,STR,Ontario
TX-001276,2022-06-17,1818.6975181952803,Banking,ETR,British Columbia
TX-001277,2022-10-29,9235.008665572313,Real Estate,STR,Saskatchewan
TX-001278,2022-04-09,3982.432959682316,Securities,CDR,Manitoba
TX-001279,2022-06-23,68.69388658263587,Trust and Loan,STR,British Columbia
TX-001280,2022-05-10,6215.968059729528,Banking,STR,Ontario
TX-001281,2022-02-27,53.624014393127695,Securities,LCTR,Ontario
TX-001282,2022-02-07,5530.860205771397,Banking,ETR,British Columbia
TX-001283,2022-06-18,668.567227865715,Money Services,STR,Quebec
TX-001284,2022-02-17,708.0647764212067,Trust and Loan,LCTR,Alberta
TX-001285,2022-10-05,1318.174221295043,Banking,STR,Ontario
TX-001286,2022-03-10,2747.5773281005477,Casino,STR,Ontario
TX-001287,2022-01-16,382.0446429816604,Securities,ETR,Quebec
TX-001288,2022-09-13,387.7410106029111,Banking,ETR,British Columbia
TX-001289,2022-06-27,4774.983111991042,Securities,ETR,British Columbia
TX-001290,2022-11-15,1367.4906904161044,Banking,ETR,Quebec
TX-001291,2022-05-26,12383.709138160279,Securities,STR,Nova Scotia
TX-001292,2022-01-29,7664.3701868141625,Banking,LCTR,Quebec
TX-001293,2022-10-06,3340.5348612514076,Trust and Loan,LCTR,Newfoundland and Labrador
TX-001294,2022-10-02,8918.34597954294,Banking,ETR,New Brunswick
TX-001295,2022-10-16,10408.723879282343,Securities,LCTR,Ontario
TX-001296,2022-01-17,17163.9853520019,Real Estate,LCTR,Ontario
TX-001297,2022-07-15,36308.73421790492,Casino,STR,Prince Edward Island
TX-001298,2022-09-10,2677.105448865211,Banking,LCTR,Quebec
TX-001299,2022-01-16,3784.0645658299786,Securities,LCTR,Saskatchewan
TX-001300,2022-08-16,1392.318318308603,Banking,LCTR,Manitoba
TX-001301,2022-06-02,966.5295675125618,Money Services,STR,Nova Scotia
TX-001302,2022-04-13,1799.1099557049317,Securities,STR,Ontario
TX-001303,2022-08-25,11504.701768153716,Banking,ETR,Newfoundland and Labrador
TX-001304,2022-05-02,2511.5290190788573,Banking,STR,Manitoba
TX-001305,2022-08-20,1127.367809686941,Banking,STR,Ontario
TX-001306,2022-12-13,2078.093153825471,Real Estate,LCTR,Manitoba
TX-001307,2022-10-09,3127.5353065441914,Securities,STR,Ontario
TX-001308,2022-03-27,216.00314958728717,Banking,STR,Saskatchewan
TX-001309,2022-10-14,12296.974904486491,Money Services,ETR,British Columbia
TX-001310,2022-01-15,1434.010196411497,Securities,ETR,Ontario
TX-001311,2022-12-30,73.03949364759089,Banking,LCTR,Quebec
TX-001312,2022-10-06,11327.71591824763,Securities,LCTR,Saskatchewan
TX-001313,2022-05-16,13042.920352616653,Casino,STR,Ontario
TX-001314,2022-04-28,2296.8107424734585,Trust and Loan,STR,Ontario
TX-001315,2022-11-19,208.6806821727416,Banking,STR,Alberta
TX-001316,2022-01-21,7290.697194825064,Trust and Loan,LCTR,Ontario
TX-001317,2022-11-02,6881.276903862803,Real Estate,STR,Ontario
TX-001318,2022-05-01,46074.189923533544,Banking,STR,Alberta
TX-001319,2022-08-31,1400.0750119411753,Securities,STR,Quebec
TX-001320,2022-07-25,3907.5171922668005,Banking,STR,New Brunswick
TX-001321,2022-12-03,3185.6817709504926,Banking,LCTR,British Columbia
TX-001322,2022-11-22,1515.181498469691,Banking,STR,Ontario
TX-001323,2022-10-07,928.2203448873072,Trust and Loan,STR,Ontario
TX-001324,2022-01-24,1180.552118776579,Casino,STR,Alberta
TX-001325,2022-07-18,2287.753737323177,Real Estate,LCTR,Alberta
TX-001326,2022-04-03,18436.542671660845,Securities,LCTR,Prince Edward Island
TX-001327,2022-05-16,3158.4741342777666,Banking,LCTR,Newfoundland and Labrador
TX-001328,2022-09-18,452.95083329839116,Banking,LCTR,Ontario
TX-001329,2022-10-09,678.7624826968975,Casino,ETR,British Columbia
TX-001330,2022-07-09,2101.5960931910026,Banking,STR,Saskatchewan
TX-001331,2022-12-30,2188.1001510056894,Securities,CDR,Ontario
TX-001332,2022-08-11,2136.7821885814365,Trust and Loan,STR,Newfoundland and Labrador
TX-001333,2022-12-26,12398.881579677496,Real Estate,CDR,Alberta
TX-001334,2022-12-28,6863.493888997605,Securities,LCTR,British Columbia
TX-001335,2022-06-22,8939.209508259037,Money Services,STR,Ontario
TX-001336,2022-04-29,1449.9696799670892,Banking,STR,Newfoundland and Labrador
TX-001337,2022-05-27,4719.594548542088,Money Services,ETR,British Columbia
TX-001338,2022-12-05,11446.32624653779,Banking,CDR,Quebec
TX-001339,2022-09-15,210.96260680749657,Real Estate,LCTR,Quebec
TX-001340,2022-08-10,5597.331889142829,Money Services,LCTR,Quebec
TX-001341,2022-08-24,5266.242425361882,Banking,LCTR,Quebec
TX-001342,2022-08-24,3656.8978863163725,Casino,LCTR,Alberta
TX-001343,2022-10-16,2650.5064315429204,Banking,STR,Ontario
TX-001344,2022-10-25,2722.0171714904873,Banking,LCTR,Saskatchewan
TX-001345,2022-11-06,12485.350321859109,Real Estate,LCTR,Alberta
TX-001346,2022-06-01,2043.1650186638374,Banking,ETR,Alberta
TX-001347,2022-06-12,8255.256282705188,Securities,LCTR,Newfoundland and Labrador
TX-001348,2022-10-23,1975.8855671155184,Money Services,ETR,Quebec
TX-001349,2022-11-04,6843.8931360372735,Banking,LCTR,British Columbia
TX-001350,2022-07-24,4110.43928001245,Money Services,STR,Ontario
TX-001351,2022-05-01,1954.3496047232688,Banking,LCTR,Nova Scotia
TX-001352,2022-08-21,2338.907820942633,Securities,STR,Alberta
TX-001353,2022-01-11,2157.291752463495,Banking,LCTR,Alberta
TX-001354,2022-11-08,764.6539492662052,Banking,LCTR,Manitoba
TX-001355,2022-10-18,5136.483370777196,Money Services,ETR,Nova Scotia
TX-001356,2022-03-21,12492.508327740507,Securities,LCTR,Manitoba
TX-001357,2022-07-11,29.583801829335954,Securities,STR,Ontario
TX-001358,2022-12-28,2671.907834523326,Securities,CDR,Quebec
TX-001359,2022-11-29,5649.669593829903,Banking,LCTR,British Columbia
TX-001360,2022-05-21,4874.725121059873,Banking,ETR,Ontario
TX-001361,2022-08-20,3234.5473675590288,Casino,LCTR,New Brunswick
TX-001362,2022-08-12,16461.665452578345,Banking,STR,Ontario
TX-001363,2022-01-31,22570.96302292868,Banking,STR,British Columbia
TX-001364,2022-10-26,113.58406514012209,Banking,LCTR,Ontario
TX-001365,2022-03-08,58414.67914479777,Banking,ETR,Nova Scotia
TX-001366,2022-02-21,7415.493707655744,Money Services,CDR,Manitoba
TX-001367,2022-06-04,1734.061689822768,Securities,ETR,Ontario
TX-001368,2022-05-03,8896.935428466919,Securities,CDR,Ontario
TX-001369,2022-06-15,2381.1729437950403,Banking,ETR,British Columbia
TX-001370,2022-11-28,876.84335472624,Banking,LCTR,Quebec
TX-001371,2022-04-06,16858.70851797052,Casino,LCTR,Saskatchewan
TX-001372,2022-04-26,242.91346530300072,Banking,LCTR,British Columbia
TX-001373,2022-07-29,2164.2560075112783,Casino,LCTR,British Columbia
TX-001374,2022-07-03,3099.3020493855815,Banking,LCTR,Ontario
TX-001375,2022-10-06,499.5829211954983,Banking,LCTR,Manitoba
TX-001376,2022-07-11,1233.9550395683195,Money Services,STR,British Columbia
TX-001377,2022-06-11,30033.169650907123,Securities,STR,Ontario
TX-001378,2022-02-03,205.54594802314475,Banking,STR,Ontario
TX-001379,2022-11-08,886.1068290252905,Money Services,LCTR,Alberta
TX-001380,2022-04-23,1311.99186750105,Money Services,CDR,Manitoba
TX-001381,2022-12-06,6236.897275195947,Real Estate,LCTR,Manitoba
TX-001382,2022-06-26,7888.529353600855,Money Services,ETR,Ontario
TX-001383,2022-07-09,5217.699657956702,Casino,LCTR,Ontario
TX-001384,2022-07-23,557.6922510811233,Securities,LCTR,Ontario
TX-001385,2022-03-24,30898.71851584978,Banking,STR,Ontario
TX-001386,2022-06-20,2472.2050843567513,Money Services,LCTR,Manitoba
TX-001387,2022-11-07,1031.9077924209807,Trust and Loan,STR,Newfoundland and Labrador
TX-001388,2022-01-25,647.7851494819298,Securities,CDR,Ontario
TX-001389,2022-10-07,40.15745709594842,Banking,ETR,Prince Edward Island
TX-001390,2022-05-21,11620.873367826991,Money Services,STR,Prince Edward Island
TX-001391,2022-10-17,9001.705702450075,Securities,STR,Quebec
TX-001392,2022-12-25,38565.57967293933,Banking,STR,British Columbia
TX-001393,2022-07-13,26160.92478068383,Money Services,CDR,Ontario
TX-001394,2022-05-04,10571.386677912402,Securities,ETR,Ontario
TX-001395,2022-07-22,18363.57353049599,Banking,STR,Manitoba
TX-001396,2022-11-22,3191.736748715621,Banking,ETR,Ontario
TX-001397,2022-11-22,9228.996110256518,Trust and Loan,STR,Ontario
TX-001398,2022-06-02,6108.600041380234,Money Services,STR,Ontario
TX-001399,2022-05-19,1766.2374281958425,Securities,LCTR,Alberta
TX-001400,2022-07-25,1437.4454775557256,Securities,STR,Manitoba
TX-001401,2022-11-05,4336.372922843623,Money Services,LCTR,Ontario
TX-001402,2022-09-17,1926.0871002364288,Money Services,LCTR,Newfoundland and Labrador
TX-001403,2022-03-30,7342.207205724283,Securities,LCTR,British Columbia
TX-001404,2022-12-03,329.6315991847809,Money Services,CDR,Manitoba
TX-001405,2022-08-08,18270.34823583449,Securities,LCTR,Quebec
TX-001406,2022-03-27,369.0592337169618,Money Services,LCTR,Ontario
TX-001407,2022-10-16,1448.8264450314193,Banking,LCTR,British Columbia
TX-001408,2022-11-19,2138.725602719398,Real Estate,ETR,Manitoba
TX-001409,2022-01-12,1231.5306820590476,Real Estate,LCTR,Ontario
TX-001410,2022-02-26,21781.119050586225,Banking,LCTR,Ontario
TX-001411,2022-11-26,568.3144641536097,Securities,CDR,New Brunswick
TX-001412,2022-01-23,369.64450621868264,Money Services,STR,Ontario
TX-001413,2022-01-22,5446.767993625834,Securities,LCTR,British Columbia
TX-001414,2022-08-04,492.4242557064828,Securities,LCTR,Ontario
TX-001415,2022-11-12,32214.662943285493,Banking,STR,New Brunswick
TX-001416,2022-02-08,2593.3127564299352,Casino,LCTR,Quebec
TX-001417,2022-11-10,291.4591728042737,Securities,LCTR,Manitoba
TX-001418,2022-09-23,2699.687241105746,Casino,ETR,Ontario
TX-001419,2022-11-19,386.7149718911378,Securities,STR,Ontario
TX-001420,2022-10-30,14378.871971889881,Securities,STR,Nova Scotia
TX-001421,2022-04-15,817.3616007391682,Banking,LCTR,Manitoba
TX-001422,2022-04-04,597.1537753248257,Banking,LCTR,Nova Scotia
TX-001423,2022-08-01,7313.146845828828,Real Estate,ETR,New Brunswick
TX-001424,2022-10-05,2222.752298399795,Casino,STR,Ontario
TX-001425,2022-10-19,1197.7744261980129,Banking,STR,Quebec
TX-001426,2022-10-07,3447.767748438324,Real Estate,STR,Manitoba
TX-001427,2022-11-17,1120.500624020937,Real Estate,LCTR,Ontario
TX-001428,2022-07-05,2274.2536000965783,Banking,LCTR,British Columbia
TX-001429,2022-05-18,8673.296455587866,Banking,LCTR,Quebec
TX-001430,2022-10-15,3012.652216426619,Money Services,LCTR,Ontario
TX-001431,2022-04-16,1498.7540245883602,Securities,ETR,Newfoundland and Labrador
TX-001432,2022-01-22,2788.871835878646,Casino,CDR,Ontario
TX-001433,2022-12-22,1086.6566344055984,Banking,LCTR,Nova Scotia
TX-001434,2022-05-26,10023.633669642668,Real Estate,LCTR,Alberta
TX-001435,2022-05-06,1181.7106589626446,Securities,LCTR,Quebec
TX-001436,2022-07-30,7293.56384794934,Banking,LCTR,Prince Edward Island
TX-001437,2022-11-24,383.08377963044427,Trust and Loan,ETR,Ontario
TX-001438,2022-03-23,44.39607731700379,Securities,STR,Ontario
TX-001439,2022-03-18,21624.633162971364,Banking,STR,Quebec
TX-001440,2022-02-02,7824.628907947428,Casino,LCTR,Quebec
TX-001441,2022-11-17,13526.12198926575,Securities,ETR,Saskatchewan
TX-001442,2022-11-21,1451.497707915157,Securities,LCTR,Alberta
TX-001443,2022-08-24,2697.6506981322545,Casino,LCTR,Saskatchewan
TX-001444,2022-03-01,264.53012683058665,Securities,LCTR,Alberta
TX-001445,2022-06-18,3690.6944796987664,Securities,LCTR,Ontario
TX-001446,2022-01-08,1725.14564565305,Banking,ETR,Ontario
TX-001447,2022-07-23,2519.835943096096,Banking,ETR,Ontario
TX-001448,2022-12-04,4259.415284908614,Banking,LCTR,Ontario
TX-001449,2022-09-28,1640.2219329926693,Money Services,ETR,Quebec
TX-001450,2022-04-20,11391.278233301482,Securities,ETR,New Brunswick
TX-001451,2022-03-06,460.9744467148125,Money Services,STR,Manitoba
TX-001452,2022-01-23,1619.2480065080472,Banking,LCTR,Alberta
TX-001453,2022-05-19,4849.753503459519,Securities,LCTR,Prince Edward Island
TX-001454,2022-03-22,7126.160406616468,Securities,LCTR,New Brunswick
TX-001455,2022-07-16,429.35292806608015,Banking,LCTR,Quebec
TX-001456,2022-05-10,577.1418813391316,Banking,CDR,Quebec
TX-001457,2022-09-22,9407.781628856357,Casino,CDR,Prince Edward Island
TX-001458,2022-10-05,1018.2262604357884,Casino,STR,British Columbia
TX-001459,2022-07-23,27066.734702539026,Banking,ETR,Newfoundland and Labrador
TX-001460,2022-01-08,19871.63353505986,Securities,LCTR,British Columbia
TX-001461,2022-05-19,719.2201037619195,Trust and Loan,CDR,British Columbia
TX-001462,2022-11-26,7280.190158177386,Securities,LCTR,Quebec
TX-001463,2022-09-04,2690.9024462502475,Securities,STR,British Columbia
TX-001464,2022-12-25,16017.225422229036,Casino,STR,New Brunswick
TX-001465,2022-11-27,7022.194005912721,Trust and Loan,LCTR,Newfoundland and Labrador
TX-001466,2022-02-25,16085.196487854497,Trust and Loan,STR,Ontario
TX-001467,2022-01-23,6525.151374239253,Banking,LCTR,British Columbia
TX-001468,2022-03-18,3227.6538819887323,Banking,LCTR,New Brunswick
TX-001469,2022-11-11,2562.6624540923594,Banking,STR,Prince Edward Island
TX-001470,2022-06-05,121.70770549855048,Banking,STR,Ontario
TX-001471,2022-05-18,19.6049286280342,Real Estate,STR,Quebec
TX-001472,2022-06-12,3301.9796255549873,Securities,CDR,Quebec
TX-001473,2022-08-27,7577.746433510189,Securities,STR,British Columbia
TX-001474,2022-07-05,1668.4092343088964,Securities,STR,British Columbia
TX-001475,2022-08-08,4865.894527538943,Casino,ETR,Newfoundland and Labrador
TX-001476,2022-08-16,9109.901376676899,Real Estate,LCTR,Nova Scotia
TX-001477,2022-06-14,242.82506931099678,Real Estate,LCTR,Newfoundland and Labrador
TX-001478,2022-05-16,5625.12989221025,Securities,STR,Quebec
TX-001479,2022-02-17,200.6994748666546,Banking,LCTR,Ontario
TX-001480,2022-07-24,5327.349436107896,Securities,STR,Ontario
TX-001481,2022-04-12,5290.035798036705,Securities,STR,Alberta
TX-001482,2022-03-18,204.49833741029266,Securities,LCTR,Prince Edward Island
TX-001483,2022-07-24,9512.23670575582,Real Estate,LCTR,Alberta
TX-001484,2022-12-18,1470.6169063980435,Real Estate,STR,Ontario
TX-001485,2022-10-30,81.63912868193846,Casino,LCTR,Nova Scotia
TX-001486,2022-01-03,2873.057305878961,Real Estate,LCTR,Nova Scotia
TX-001487,2022-06-26,6243.54782436034,Trust and Loan,LCTR,Newfoundland and Labrador
TX-001488,2022-11-28,5083.4361287390875,Banking,STR,Quebec
TX-001489,2022-08-13,11382.653948797144,Securities,STR,Alberta
TX-001490,2022-03-05,253.57092439143747,Securities,LCTR,Nova Scotia
TX-001491,2022-08-11,2099.4322390809252,Securities,STR,Ontario
TX-001492,2022-05-30,3602.5522656277562,Real Estate,ETR,Quebec
TX-001493,2022-12-09,13153.370440199646,Banking,ETR,Newfoundland and Labrador
TX-001494,2022-04-26,9121.06719225378,Banking,LCTR,British Columbia
TX-001495,2022-10-19,4144.629786629197,Money Services,CDR,New Brunswick
TX-001496,2022-04-21,1138.8564424889803,Money Services,LCTR,Newfoundland and Labrador
TX-001497,2022-03-24,1885.2003436957032,Securities,LCTR,Alberta
TX-001498,2022-03-17,5693.66701011361,Banking,STR,British Columbia
TX-001499,2022-05-10,6387.728123876235,Banking,STR,Quebec
TX-001500,2022-11-03,14557.063928771737,Banking,ETR,New Brunswick
TX-001501,2022-02-20,8764.147469417576,Money Services,LCTR,Alberta
TX-001502,2022-04-20,4678.045407795983,Banking,STR,Quebec
TX-001503,2022-12-22,4226.787645846251,Securities,LCTR,Quebec
TX-001504,2022-04-04,2688.8879851494216,Securities,LCTR,Prince Edward Island
TX-001505,2022-10-08,3256.5146036680526,Banking,CDR,Alberta
TX-001506,2022-12-21,6871.234044604999,Banking,STR,Ontario
TX-001507,2022-11-24,10287.932432125881,Banking,LCTR,Manitoba
TX-001508,2022-04-04,523.4211837054214,Casino,STR,Quebec
TX-001509,2022-07-05,2796.1757986545213,Banking,STR,Nova Scotia
TX-001510,2022-08-09,577.7917301855462,Money Services,STR,Ontario
TX-001511,2022-10-10,18106.583953589346,Securities,STR,Alberta
TX-001512,2022-12-28,9254.351811487424,Banking,CDR,Quebec
TX-001513,2022-12-12,7095.2529335268855,Banking,ETR,Nova Scotia
TX-001514,2022-07-13,5185.648510448884,Banking,LCTR,Ontario
TX-001515,2022-01-15,156.06873511082364,Trust and Loan,LCTR,Prince Edward Island
TX-001516,2022-03-06,558.8038663798245,Securities,LCTR,Quebec
TX-001517,2022-07-29,5292.731550808161,Banking,CDR,New Brunswick
TX-001518,2022-11-26,885.9366347528508,Banking,LCTR,Ontario
TX-001519,2022-01-10,13468.85344788772,Securities,ETR,Quebec
TX-001520,2022-08-30,5942.695084212526,Banking,ETR,New Brunswick
TX-001521,2022-08-27,276.13034637385294,Money Services,LCTR,Quebec
TX-001522,2022-11-13,3110.200113709056,Casino,LCTR,Alberta
TX-001523,2022-06-10,296.57751736578365,Banking,LCTR,Quebec
TX-001524,2022-11-23,16387.71934276703,Securities,LCTR,Prince Edward Island
TX-001525,2022-03-27,7101.620273539651,Real Estate,LCTR,Ontario
TX-001526,2022-09-26,8136.345458655281,Money Services,LCTR,Ontario
TX-001527,2022-10-17,19587.94696048309,Money Services,ETR,British Columbia
TX-001528,2022-12-31,326.3417605280927,Banking,LCTR,British Columbia
TX-001529,2022-04-28,9876.697844945353,Securities,LCTR,New Brunswick
TX-001530,2022-09-01,1453.528957621495,Money Services,STR,Quebec
TX-001531,2022-05-05,6171.64107099371,Money Services,STR,Quebec
TX-001532,2022-07-17,7587.756947677031,Banking,CDR,Quebec
TX-001533,2022-02-20,2094.3059012289345,Money Services,STR,Ontario
TX-001534,2022-06-05,5264.025471135452,Securities,LCTR,New Brunswick
TX-001535,2022-03-09,2346.104943078695,Casino,ETR,British Columbia
TX-001536,2022-11-19,4321.154287910962,Securities,LCTR,Ontario
TX-001537,2022-04-09,491.5807129680982,Casino,ETR,Quebec
TX-001538,2022-07-15,578.1094173304347,Casino,CDR,Quebec
TX-001539,2022-02-25,4980.648434843751,Real Estate,STR,Quebec
TX-001540,2022-12-05,845.1226181749938,Banking,LCTR,Newfoundland and Labrador
TX-001541,2022-09-07,21575.054010439988,Real Estate,ETR,Alberta
TX-001542,2022-01-06,658.911461162186,Money Services,LCTR,Ontario
TX-001543,2022-09-01,45.693262148265305,Securities,CDR,Nova Scotia
TX-001544,2022-12-31,29607.380658159316,Banking,ETR,Ontario
TX-001545,2022-04-23,22486.14615742572,Securities,STR,Nova Scotia
TX-001546,2022-05-04,1434.093461222734,Real Estate,LCTR,British Columbia
TX-001547,2022-09-27,5430.597452311039,Securities,ETR,Quebec
TX-001548,2022-07-18,4425.351652676192,Money Services,ETR,Alberta
TX-001549,2022-06-16,12132.035535041541,Banking,ETR,Quebec
TX-001550,2022-09-14,10470.651818804698,Real Estate,LCTR,Newfoundland and Labrador
TX-001551,2022-12-03,209.47427604801615,Banking,ETR,Nova Scotia
TX-001552,2022-05-19,1707.9060812880264,Casino,LCTR,New Brunswick
TX-001553,2022-10-14,335.77947664263695,Banking,LCTR,Ontario
TX-001554,2022-11-21,554.2131130535721,Banking,STR,Alberta
TX-001555,2022-07-21,12974.606707523284,Banking,STR,Prince Edward Island
TX-001556,2022-08-27,5378.568700849504,Banking,STR,Quebec
TX-001557,2022-12-23,976.6873146046385,Securities,LCTR,Manitoba
TX-001558,2022-02-25,10943.448452375194,Money Services,STR,British Columbia
TX-001559,2022-10-08,5094.683656761238,Securities,ETR,Ontario
TX-001560,2022-01-02,9098.549978793835,Money Services,STR,Newfoundland and Labrador
TX-001561,2022-02-18,167.11011643213203,Real Estate,ETR,Manitoba
TX-001562,2022-06-27,678.9999719372686,Securities,ETR,Manitoba
TX-001563,2022-05-28,278.66374711981166,Trust and Loan,STR,Ontario
TX-001564,2022-03-06,1673.0357901323046,Real Estate,STR,Ontario
TX-001565,2022-03-02,976.797502190947,Casino,ETR,Ontario
TX-001566,2022-01-31,874.802287506653,Securities,STR,Quebec
TX-001567,2022-08-25,234.2637632186717,Banking,CDR,Prince Edward Island
TX-001568,2022-09-17,1332.2014405669092,Money Services,LCTR,Quebec
TX-001569,2022-10-19,10300.64041775721,Banking,LCTR,British Columbia
TX-001570,2022-08-15,2747.5202343439587,Securities,ETR,Quebec
TX-001571,2022-02-06,5145.395306885723,Banking,STR,Saskatchewan
TX-001572,2022-08-16,5750.103628762468,Banking,ETR,Ontario
TX-001573,2022-03-04,6284.456370479812,Securities,LCTR,Quebec
TX-001574,2022-06-17,2054.534583182159,Securities,LCTR,British Columbia
TX-001575,2022-01-02,3402.9643598342286,Banking,LCTR,Manitoba
TX-001576,2022-12-03,333.3022607040759,Securities,LCTR,Ontario
TX-001577,2022-02-23,798.7507109879543,Trust and Loan,LCTR,Ontario
TX-001578,2022-07-22,1422.592868734043,Real Estate,STR,New Brunswick
TX-001579,2022-10-14,100.53153708571739,Casino,LCTR,Manitoba
TX-001580,2022-04-17,9539.069698059251,Banking,STR,Ontario
TX-001581,2022-11-25,275.1225489552556,Money Services,LCTR,Nova Scotia
TX-001582,2022-08-23,1026.916729565137,Money Services,CDR,British Columbia
TX-001583,2022-05-25,382.2593502807892,Securities,LCTR,Ontario
TX-001584,2022-01-21,5932.653438629803,Real Estate,STR,British Columbia
TX-001585,2022-06-09,6501.596695353522,Banking,LCTR,Newfoundland and Labrador
TX-001586,2022-04-26,2883.0967860982937,Securities,STR,New Brunswick
TX-001587,2022-06-24,13994.727014811877,Money Services,STR,British Columbia
TX-001588,2022-07-05,990.8429442069578,Banking,ETR,British Columbia
TX-001589,2022-10-12,21.85817491610731,Banking,CDR,Prince Edward Island
TX-001590,2022-08-29,593.3532393774343,Money Services,LCTR,Ontario
TX-001591,2022-12-07,7715.569469266412,Banking,ETR,British Columbia
TX-001592,2022-10-09,2584.684928350334,Banking,LCTR,Quebec
TX-001593,2022-09-04,4540.53794740726,Securities,STR,Manitoba
TX-001594,2022-10-05,2009.2184240379017,Real Estate,LCTR,Newfoundland and Labrador
TX-001595,2022-11-29,12511.176667366,Casino,ETR,Ontario
TX-001596,2022-06-10,9764.234873324864,Banking,ETR,Ontario
TX-001597,2022-02-15,6161.342478124648,Real Estate,STR,Ontario
TX-001598,2022-03-18,2671.50332827913,Banking,STR,Nova Scotia
TX-001599,2022-03-28,6555.792173531727,Banking,ETR,Quebec
TX-001600,2022-04-30,4416.588968950721,Casino,STR,Newfoundland and Labrador
